"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"REACTOME_PATHWAY","Lagging Strand Synthesis","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Aberrant regulation of mitotic exit in cancer due to RB1 defects","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Vitamin B5 (pantothenate) metabolism","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","RHO GTPases Activate ROCKs","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Co-inhibition by CTLA4","0.11%","20","8945","20","11494","4.43e-2","1.81e-1","1.28","1.00e+0","1.50e-1","6.61e-3"
"REACTOME_PATHWAY","Signalling to ERKs","0.18%","31","8945","33","11494","4.55e-2","1.85e-1","1.21","1.00e+0","1.54e-1","1.35e-2"
"REACTOME_PATHWAY","Cargo concentration in the ER","0.18%","31","8945","33","11494","4.55e-2","1.85e-1","1.21","1.00e+0","1.54e-1","1.35e-2"
"REACTOME_PATHWAY","Chromosome Maintenance","0.68%","120","8945","142","11494","4.82e-2","1.96e-1","1.09","1.00e+0","1.63e-1","3.01e-2"
"REACTOME_PATHWAY","ESR-mediated signaling","1.05%","185","8945","223","11494","4.94e-2","2.01e-1","1.07","1.00e+0","1.66e-1","3.44e-2"
"REACTOME_PATHWAY","SARS-CoV-2 activates/modulates innate and adaptive immune responses","0.61%","107","8945","126","11494","5.01e-2","2.03e-1","1.09","1.00e+0","1.68e-1","3.04e-2"
"REACTOME_PATHWAY","DARPP-32 events","0.14%","25","8945","26","11494","5.10e-2","2.07e-1","1.24","1.00e+0","1.71e-1","1.23e-2"
"REACTOME_PATHWAY","Peroxisomal lipid metabolism","0.14%","25","8945","26","11494","5.10e-2","2.07e-1","1.24","1.00e+0","1.71e-1","1.23e-2"
"REACTOME_PATHWAY","Signaling by Nuclear Receptors","1.38%","244","8945","297","11494","5.11e-2","2.07e-1","1.06","1.00e+0","1.71e-1","3.77e-2"
"REACTOME_PATHWAY","Interleukin-3, Interleukin-5 and GM-CSF signaling","0.25%","45","8945","50","11494","5.19e-2","2.09e-1","1.16","1.00e+0","1.73e-1","2.16e-2"
"REACTOME_PATHWAY","Signaling by NOTCH","1.09%","192","8945","232","11494","5.30e-2","2.11e-1","1.06","1.00e+0","1.75e-1","3.74e-2"
"REACTOME_PATHWAY","Negative regulation of the PI3K/AKT network","0.58%","102","8945","120","11494","5.39e-2","2.11e-1","1.09","1.00e+0","1.75e-1","3.25e-2"
"REACTOME_PATHWAY","Ca2+ pathway","0.31%","54","8945","61","11494","5.40e-2","2.11e-1","1.14","1.00e+0","1.75e-1","2.52e-2"
"REACTOME_PATHWAY","Nuclear Events (kinase and transcription factor activation)","0.31%","54","8945","61","11494","5.40e-2","2.11e-1","1.14","1.00e+0","1.75e-1","2.52e-2"
"REACTOME_PATHWAY","Glutathione conjugation","0.20%","35","8945","38","11494","5.42e-2","2.11e-1","1.18","1.00e+0","1.75e-1","1.91e-2"
"REACTOME_PATHWAY","ROS and RNS production in phagocytes","0.20%","35","8945","38","11494","5.42e-2","2.11e-1","1.18","1.00e+0","1.75e-1","1.91e-2"
"REACTOME_PATHWAY","VEGFR2 mediated cell proliferation","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Maturation of TCA enzymes and regulation of TCA cycle","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Signaling by Ligand-Responsive EGFR Variants in Cancer","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Processing of Intronless Pre-mRNAs","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Signaling by Hippo","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Translesion Synthesis by POLH","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Regulation of TP53 Activity through Methylation","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Processive synthesis on the C-strand of the telomere","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Signaling by FGFR2 IIIa TM","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","TICAM1, RIP1-mediated IKK complex recruitment","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Metabolism of nitric oxide: NOS3 activation and regulation","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Protein methylation","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Regulation of MITF-M-dependent genes involved in cell cycle and proliferation","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Transcription of E2F targets under negative control by DREAM complex","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Modulation of host responses by IFN-stimulated genes","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Signaling by KIT in disease","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Signaling by FLT3 fusion proteins","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Other semaphorin interactions","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Synthesis of glycosylphosphatidylinositol (GPI)","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","0.11%","19","8945","19","11494","5.45e-2","2.11e-1","1.28","1.00e+0","1.75e-1","8.50e-3"
"REACTOME_PATHWAY","Translocation of SLC2A4 (GLUT4) to the plasma membrane","0.38%","67","8945","77","11494","5.72e-2","2.21e-1","1.12","1.00e+0","1.83e-1","2.98e-2"
"REACTOME_PATHWAY","Signaling by Erythropoietin","0.14%","24","8945","25","11494","6.13e-2","2.36e-1","1.23","1.00e+0","1.95e-1","1.53e-2"
"REACTOME_PATHWAY","Signaling by EGFR in Cancer","0.14%","24","8945","25","11494","6.13e-2","2.36e-1","1.23","1.00e+0","1.95e-1","1.53e-2"
"REACTOME_PATHWAY","NOTCH3 Activation and Transmission of Signal to the Nucleus","0.14%","24","8945","25","11494","6.13e-2","2.36e-1","1.23","1.00e+0","1.95e-1","1.53e-2"
"REACTOME_PATHWAY","COPI-mediated anterograde transport","0.52%","92","8945","108","11494","6.24e-2","2.40e-1","1.09","1.00e+0","1.98e-1","3.71e-2"
"REACTOME_PATHWAY","Early SARS-CoV-2 Infection Events","0.19%","34","8945","37","11494","6.33e-2","2.42e-1","1.18","1.00e+0","2.00e-1","2.28e-2"
"REACTOME_PATHWAY","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux","0.19%","34","8945","37","11494","6.33e-2","2.42e-1","1.18","1.00e+0","2.00e-1","2.28e-2"
"REACTOME_PATHWAY","The role of Nef in HIV-1 replication and disease pathogenesis","0.16%","29","8945","31","11494","6.35e-2","2.42e-1","1.20","1.00e+0","2.00e-1","1.99e-2"
"REACTOME_PATHWAY","EGFR downregulation","0.16%","29","8945","31","11494","6.35e-2","2.42e-1","1.20","1.00e+0","2.00e-1","1.99e-2"
"REACTOME_PATHWAY","Antigen Presentation: Folding, assembly and peptide loading of class I MHC","0.16%","29","8945","31","11494","6.35e-2","2.42e-1","1.20","1.00e+0","2.00e-1","1.99e-2"
"REACTOME_PATHWAY","Activated NOTCH1 Transmits Signal to the Nucleus","0.16%","29","8945","31","11494","6.35e-2","2.42e-1","1.20","1.00e+0","2.00e-1","1.99e-2"
"REACTOME_PATHWAY","Opioid Signalling","0.45%","79","8945","92","11494","6.39e-2","2.43e-1","1.10","1.00e+0","2.01e-1","3.62e-2"
"REACTOME_PATHWAY","Cell-extracellular matrix interactions","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","IRAK4 deficiency (TLR2/4)","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","Regulation of NF-kappa B signaling","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","RORA activates gene expression","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","Signaling by cytosolic FGFR1 fusion mutants","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","RNA Polymerase III Chain Elongation","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","Initiation of Nuclear Envelope (NE) Reformation","0.10%","18","8945","18","11494","6.69e-2","2.52e-1","1.28","1.00e+0","2.09e-1","1.09e-2"
"REACTOME_PATHWAY","E3 ubiquitin ligases ubiquitinate target proteins","0.29%","52","8945","59","11494","6.92e-2","2.60e-1","1.13","1.00e+0","2.15e-1","3.33e-2"
"REACTOME_PATHWAY","Cell-Cell communication","0.72%","128","8945","153","11494","6.93e-2","2.60e-1","1.08","1.00e+0","2.15e-1","4.58e-2"
"REACTOME_PATHWAY","PI3K/AKT Signaling in Cancer","0.54%","95","8945","112","11494","6.97e-2","2.61e-1","1.09","1.00e+0","2.16e-1","4.25e-2"
"REACTOME_PATHWAY","Cellular Senescence","0.93%","164","8945","198","11494","7.03e-2","2.63e-1","1.06","1.00e+0","2.18e-1","4.92e-2"
"REACTOME_PATHWAY","Selective autophagy","0.44%","78","8945","91","11494","7.06e-2","2.64e-1","1.10","1.00e+0","2.18e-1","4.04e-2"
"REACTOME_PATHWAY","Estrogen-dependent nuclear events downstream of ESR-membrane signaling","0.13%","23","8945","24","11494","7.33e-2","2.72e-1","1.23","1.00e+0","2.25e-1","1.90e-2"
"REACTOME_PATHWAY","Other interleukin signaling","0.13%","23","8945","24","11494","7.33e-2","2.72e-1","1.23","1.00e+0","2.25e-1","1.90e-2"
"REACTOME_PATHWAY","HSF1-dependent transactivation","0.13%","23","8945","24","11494","7.33e-2","2.72e-1","1.23","1.00e+0","2.25e-1","1.90e-2"
"REACTOME_PATHWAY","RHO GTPases activate PAKs","0.13%","23","8945","24","11494","7.33e-2","2.72e-1","1.23","1.00e+0","2.25e-1","1.90e-2"
"REACTOME_PATHWAY","Response of Mtb to phagocytosis","0.13%","23","8945","24","11494","7.33e-2","2.72e-1","1.23","1.00e+0","2.25e-1","1.90e-2"
"REACTOME_PATHWAY","Azathioprine ADME","0.13%","23","8945","24","11494","7.33e-2","2.72e-1","1.23","1.00e+0","2.25e-1","1.90e-2"
"REACTOME_PATHWAY","Sphingolipid de novo biosynthesis","0.19%","33","8945","36","11494","7.36e-2","2.72e-1","1.18","1.00e+0","2.25e-1","2.72e-2"
"REACTOME_PATHWAY","Laminin interactions","0.16%","28","8945","30","11494","7.47e-2","2.75e-1","1.20","1.00e+0","2.28e-1","2.41e-2"
"REACTOME_PATHWAY","Interconversion of nucleotide di- and triphosphates","0.16%","28","8945","30","11494","7.47e-2","2.75e-1","1.20","1.00e+0","2.28e-1","2.41e-2"
"REACTOME_PATHWAY","Insulin receptor recycling","0.16%","28","8945","30","11494","7.47e-2","2.75e-1","1.20","1.00e+0","2.28e-1","2.41e-2"
"REACTOME_PATHWAY","The role of GTSE1 in G2/M progression after G2 checkpoint","0.34%","60","8945","69","11494","7.65e-2","2.81e-1","1.12","1.00e+0","2.33e-1","4.01e-2"
"REACTOME_PATHWAY","Collagen formation","0.44%","77","8945","90","11494","7.80e-2","2.86e-1","1.10","1.00e+0","2.37e-1","4.51e-2"
"REACTOME_PATHWAY","PKR-mediated signaling","0.38%","68","8945","79","11494","8.19e-2","2.94e-1","1.11","1.00e+0","2.44e-1","4.57e-2"
"REACTOME_PATHWAY","Removal of the Flap Intermediate from the C-strand","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Translesion synthesis by POLI","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","MyD88 deficiency (TLR2/4)","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Beta-catenin phosphorylation cascade","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","The NLRP3 inflammasome","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","RIP-mediated NFkB activation via ZBP1","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","TRAF6-mediated induction of TAK1 complex within TLR4 complex","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Regulation of RUNX1 Expression and Activity","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","SUMOylation of DNA methylation proteins","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Translesion synthesis by POLK","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","KSRP (KHSRP) binds and destabilizes mRNA","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)","0.10%","17","8945","17","11494","8.21e-2","2.94e-1","1.28","1.00e+0","2.44e-1","1.40e-2"
"REACTOME_PATHWAY","Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation","0.31%","55","8945","63","11494","8.21e-2","2.94e-1","1.12","1.00e+0","2.44e-1","4.20e-2"
"REACTOME_PATHWAY","Mitochondrial calcium ion transport","0.12%","22","8945","23","11494","8.76e-2","3.13e-1","1.23","1.00e+0","2.59e-1","2.35e-2"
"REACTOME_PATHWAY","Telomere Extension By Telomerase","0.12%","22","8945","23","11494","8.76e-2","3.13e-1","1.23","1.00e+0","2.59e-1","2.35e-2"
"REACTOME_PATHWAY","Sulfur amino acid metabolism","0.15%","27","8945","29","11494","8.77e-2","3.13e-1","1.20","1.00e+0","2.59e-1","2.92e-2"
"REACTOME_PATHWAY","Apoptotic execution phase","0.25%","45","8945","51","11494","9.43e-2","3.36e-1","1.13","1.00e+0","2.78e-1","4.53e-2"
"REACTOME_PATHWAY","Glucose metabolism","0.42%","75","8945","88","11494","9.46e-2","3.37e-1","1.10","1.00e+0","2.79e-1","5.59e-2"
"REACTOME_PATHWAY","Regulation of MECP2 expression and activity","0.18%","31","8945","34","11494","9.88e-2","3.47e-1","1.17","1.00e+0","2.88e-1","3.84e-2"
"REACTOME_PATHWAY","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling","0.54%","95","8945","113","11494","9.99e-2","3.47e-1","1.08","1.00e+0","2.88e-1","6.39e-2"

